,Text
118,cerita cerita cerita rasulullah shallallahu alaihi wasallam sabda berwudhulah makan makan masak panggang api
119,cerita cerita cerita temu suguh semangkuk makan tepung lau air kumur kumur ummu habibah anak saudari berwudhu sungguh nabi shallallahu alaihi wasallam sabda berwudhulah makan ubah api beliau sabda sentuh api abu dawud hadits az zuhri anak saudaraki
120,cerita dri dengar sungguh rasulullah shallallahu alaihi wasallam minum susu beliau kumur kumur berwudhu keamudian beliau shalat zaid syubah syaikh
121,cerita cerita cerita rasulullah shallallahu alaihi wasallam perang dzat ar riqa orang kaum muslimin tangkap istri orang laki laki kaum musyrikin sang suami sumpah henti henti balas tumpah darah orang kalang sahabat muhammad pergi jejak nabi shallallahu alaihi wasallam nabi shallallahu alaihi wasallam singgah beliau sabda jaga orang kaum muhajirin orang anshar penuh beliau sabda jaga mulut celah bukit jabir tatkala orang pergi celah bukit laki laki muhajirin baring tidur laki laki anshar laksana shalat laki laki musyrik tatkala si musyrik lihat sosok orang anshar orang anshar rintis pasu lempar anak panah arah kena orang anshar cabut anak panah si musyrik manah anak panah orang anshar rukuk sujud sahabat orang muhajirin bangun tatkala si musyrik sahabat lari laki laki muhajirin lihat tubuh laki laki anshar lumur darah subhaanallah maha suci allah bangun manah kali baca surah suka potong baca selesai
122,cerita cerita sahabat rasululah shallallahu alaihi wasallam tunggu shalat isya kepala manggut manggut antuk kerja shalat berwudhu abu dawud antuk rasulullah shallallahu alaihi wasallam riwayat lafadl
123,cerita cerita kumandang iqamat shalat isya orang laki laki seraya rasulullah beliau shallallahu alaihi wasallam bincang bincang sahabat antuk beliau laksana shalat tsabit al bunani wudhu riwayat
124,cerita lafazh hadits yahya rasulullah shallallahu alaihi wasallam sujud tidur suara beliau bangkit shalat berwudhu ibnu abbas beliau baginda shalat berwudhu baginda tidur beliau sabda sungguh wudhu wajib orang tidur baring lafadl tidur baring sendi loyo abu dawud hadits berwudhu orang tidur baring hadits munkar riwayat kecuali yazid abu khalid ad dalani qatadah hadits riwayat jamaah ibnu abbas berwudhu tidur baring nabi shallallahu alaihi wasallam pelihara tidur hati aisyah radliallahu anha nabi shallallahu alaihi wasallam sabda mata tidur hati syubah sungguh qatadah dengar abu al aliyah hadits hadits yunus bin matta hadits ibnu umar shalat hadits terang hakim golong hadits ibnu abbas cerita orang orang diridhai umar diridhai umar abu dawud hadits yazid ad dalani ahmad bin hanbal keras ingkar riwayat urus yazid ad dalani masuk sahabat qatadah riwayat ahmad peduli hadits
125,cerita cerita cerita berwudhu kaki injak kotor rambut baju biar sujud abu daud cerita cerita
126,cerita cerita rasulullah shallallahu alaihi wasallam sabda salah orang buang angin shalat berwudhulah ulang shalatnya
127,cerita suruh rasulullah shallallahu alaihi wasallam orang laki laki istri madzinya mandi wudhu istri putri beliau malu langsung beliau miqdad rasulullah shallallahu alaihi wasallam beliau shallallahu alaihi wasallam sabda salah orang madzi cuci malu berwudhulah berwudhu kerja shalat cerita cerita lafazh miqdad rasulullah shallallahu alaihi wasallam sabda basuh malu biji malu abu dawud riwayat jamaah nabi shallallahu alaihi wasallam cerita cerita buah hadits cerita makna hadits abu dawud riwayat jamaah riwayat nabi shallallahu alaihi wasallam biji malu
128,cerita cerita abar cerita madzi mandi rasulullah shallallahu alaihi wasallam beliau sungguh berwudhu rasulullah madzi kena pakai beliau ambil air sepenuh telapak tangan percik pakai kena madzi
129,cerita abar cerita rasulullah shallallahu alaihi wasallam wajib mandi air air mani beliau shallallahu alaihi wasallam sabda madzi pria madzi basuh malu biji malu berwudhulah berwudhu shalat
130,cerita cerita hisyam ibnu qurth gubernur himsh rasulullah shallallahu alaihi wasallam orang suami hadap istri haidl beliau kain jimak tahan utama abu dawud hadits kuat
131,cerita cerita abar cerita abar abar rasulullah shallallahu alaihi wasallam sabda sungguh wajib mandi mani senggama ringan orang orang islam pakai beliau perintah mandi abu dawud air mandi janabat air mani
132,cerita cerita nabi shallallahu alaihi wasallam sabda suami duduk anggola tubuh tangan kaki istri tempel khitan malu suami malu istri wajib mandi
133,cerita cerita abar rasulullah shallallahu alaihi wasallam sabda air mandi janabat air mani abu salamah laku wajib mandi suami masuk malu malu istri air mani hadits air mandi air mani
134,cerita cerita cerita bahwasarnya rasulullah shallallahu alaihi wasallam gilir istri istri beliau bersenggama mandi abu dawud riwayat nabi shallallahu alaihi wasallam
135,cerita cerita nabi shallallahu alaihi wasallam beliau sabda salah orang hubung istri ulang berwudhu
136,cerita umar bin al khaththab memberitahukan rasulullah shallallahu alaihi wasallam junub malam rasulullah shallallahu alaihi wasallam sabda berwudhulah basuh malu tidur
137,cerita cerita cerita nabi shallallahu alaihi wasallam makan tidur beliau berwudhu beliau junub
138,cerita cerita abar nabi shallallahu alaihi wasallam rukhshah ringan orang junub makan minum tidur berwudhu abu dawud yahya bin yamar ammar bin yasir hadits orang laki laki ali bin ai thalib ibnu umar abdullah bin umar orang junub makan berwudhu
139,cerita cerita al hadits cerita cerita cerita lihat rasulullah shallallahu alaihi wasallam mandi janabah malam malam terkadang beliau mandi malam terkadang beliau mandi malam allahu akbar puji allah perkara mudah lihat rasulullah shallallahu alaihi wasallam laksana shalat witir malam terkadang beliau laku witir malam terkadang allahu akbar puji allah perkara mudah lihat rasulullah shallallahu alaihi wasallam baca al quran keras suara rendah terkadang beliau keras suara terkadang beliau rendah allahu akbar puji allah perkara mudah
140,cerita abar rasulullah shallallahu alaihi wasallam tidur beliau junub sentuh air abu dawud cerita al hasan bin ali al wasithi dengar yazid bin harun hadits wahm hadits abu ishaq
141,cerita cerita temu orang laki laki orang orang bani asad sangka ali radliallahu anhu utus seraya sungguh kuat kerja kuat agama bangkit masuk buang hajat air ambil ciduk basuh anggota badan air baca al quran berwudhu orang orang ingkar laku sungguh rasulullah shallallahu alaihi wasallam buang hajat baca al quran makan daging halang baca al quran junub
142,cerita cerita nabi shallallahu alaihi wasallam temu beliau ulur tangan jabat tangan hudzaifah sungguh junub beliau sabda sungguh orang muslim najis
143,cerita cerita cerita cerita dengar radliallahu anha rasulullah shallallahu alaihi wasallam pintu pintu rumah sahabat beliau buka hubung masjid beliau sabda pindah pintu pintu rumah hadap masjid nabi shallallahu alaihi wasallam masuk masjid sahabat laku harap wahyu turun ringan beliau temu seraya sabda pindah pintu pintu rumah hadap hubung masjid halal masuk masjid orang haidh orang junub abu dawud fulait al amir
144,cerita cerita rasulullah shallallahu alaihi wasallam masuk masjid shalat fajar beliau isyarat sahabat tangan beliau kepala tetes air bekas mandi shalat imam cerita cerita abar isnadnya makna hadits beliau takbir tatkala selesai shalat beliau sabda sungguh manusia sesungguhhnya junub abu dawud riwayat tatkala beliau shalat tunggu beliau takbir beliau pergi seraya sabda abu dawud riwayat mursal nabi shallallahu alaihi wasallam beliau takbir beliau isyarat tangan jamaah duduk beliau pergi mandi riwayat rasulullah shallallahu alaihi wasallam takbir shalat abu dawud cerita cerita nabi shallallahu alaihi wasallam beliau takbir
145,cerita cerita cerita al hadits cerita abar al hadits cerita cerita cerita al hadits cerita cerita kali iqamat shalat kumandang jamaah bar atur shaf rasulullah shallallahu alaihi wasallam beliau nyata beliau mandi beliau sabda jamaah beliau rumah beliau air tetes kepala beliau mandi bar shaf lafazh ibnu harb ayyasy haditsnya tunggu beliau beliau mandi
146,cerita cerita cerita ummu sulaim al anshariyah anas bin malik rasulullah sungguh allah azza wa jalla malu orang wanita mimpi pria wajib mandi aisyah nabi shallallahu alaihi wasallam sabda ya mandi air mani aisyah ah wanita rasulullah shallallahu alaihi wasallam seraya sabda aisyah anak abu dawud riwayat az zuhri suai ummu salamah rasulullah shallallahu alaihi wasallam
147,cerita rasulullah shallallahu alaihi wasallam mandi junub air bejana faraq abu dawud riwayat hadits malik abu dawud hadits aisyah rasulullah shallallahu alaihi wasallam mandi bejana isi air faraq abu dawud dengar ahmad bin hanbal faraq enam belas ritl dengar sha ibnu abi dzi b ritl abu dawud bertnya ritl hafal abu dawud dengar ahmad bin hanbal barangsiapa zakat fitrah ukur ritl penuh kurma shaihani berat kurma shaihani
148,cerita cerita rasulullah shallallahu alaihi wasallam mandi junub beliau air merah susu beliau ambil air telapak tangan beliau kanan kepala belah kiri beliau ambil air telapak tangan beliau tuang kepala
149,cerita cerita cerita salah orang bani taimillah bin tsalabah bibi temu salah mandi aisyah rasulullah shallallahu alaihi wasallam berwudhu wudhunya shalat tuang air kepala kali istri istri beliau tuang air kepala kali jalin rambut
150,cerita cerita rasulullah shallallahu alaihi wasallam mandi junub sulaiman beliau tuang air tangan kanan beliau tangan kiri musaddad beliau basuh tangan tuang bejana tangan kanan sepakat beliau cuci malu beliau berwudhu berwudhu shalat masuk tangan bejana nyela rambut rasulullah kulit kena air beliau tuang kepala kali nyata sisa air beliau tuang kepala
151,cerita cerita cerita bekas tangan rasulullah shallallahu alaihi wasallam dinding beliau mandi junub
152,cerita cerita cerita letak air mandi nabi shallallahu alaihi wasallam mandi junub beliau tuang bejana air tangan kanan beliau basuh kali beliau tuang malu basuh tangan kiri beliau gosok tangan tanah cuci beliau kumur kumur beristinsyaq beristintsar basuh muka tangan tuang air kepala tubuh beliau pindah basuh kakinva ambil handuk beliau ambil kibas air tubuh beritahukan ibrahim anggap pakai handuk suka abu dawud musaddad abdullah bin dawud suka makruh pakai handuk makruh hadits maimunah kitab
153,cerita cerita perintah shalat puluh kali mandi junub tujuh kali basuh pakai kena kencing tujuh kali rasulullah shallallahu alaihi wasallam tersu mohon ringan shalat kali mandi junub kali basuh pakai kena kencing kali
154,cerita cerita cerita rasulullah shallallahu alaihi wasallam sabda sungguh rambut junub basuh rambut cuci kulit abu dawud al harits bin wajih haditsnya munkar dhaif
155,cerita cerita abar rasulullah shallallahu alaihi wasallam sabda barangsiapa tinggal rambut tatkala mandi junub basuh laku api neraka ali potong rambut kepala kali gundul rambut kepala
156,cerita cerita orang wanita kaum muslimin rasulullah sungguh orang wanita ikat sanggul rambut kepala lepas mandi junub beliau tuang air kali tuang tubuh arti suci cerita cerita orang wanita ummu salamah hadits nabi shallallahu alaihi wasallam wanita makna peras sanggul sanggul tuang air
157,cerita cerita cerita salah orang istri istri rasulullah junub ambil kali ciduk telapak tangan tuang kepala ambil ciduk tangan tuang kanan ciduk kiri
158,cerita baca kitab ibnu auf cerita cerita fatwa mandi junub cerita fatwa rasulullah shallallahu alaihi wasallam beliau sabda laki laki siram kepala basuh pangkal rambut wanita lepas sanggul kepala ciduk air tuang kepala kali ciduk telapak tangan
159,cerita cerita nabi shallallahu alaihi wasallam beliau basuh kepala tumbuh khitmi mandi junub guyur kepala
160,cerita cerita cerita air tuang laki laki wanita rasulullah shallallahu alaihi wasallam tatkala mandi junub ambil air telapak tangan tuang air ambil air telapak tangan tuang
161,cerita cerita gigit daging haidl daging ikan nabi shallallahu alaihi wasallam beliau gigit daging gigit minum ikan minum beliau beliau minum minum
162,cerita cerita rasulullah shallallahu alaihi wasallam letak kepala pangku beliau baca al quran haidl
163,cerita cerita cerita orang wanita wanita haidl mengqadla shalat aisyah orang haruriah haidl rasulullah shallallahu alaihi wasallam mengqadla shalat perintah mengqadla nya cerita abar hadits abu dawud perintah mengqadla puasa perintah mengqadla shalat
164,cerita cerita cerita nabi shallallahu alaihi wasallam orang suami gaul istri haidl beliau sabda suami sedekah dinar dinar abu dawud riwavat shahih beliau sabda dinar dinar sybah marfuk
165,cerita cerita sang suami tubuh darah bayar dinar tubuh putus darah bayar dinar abu dawud
166,cerita cerita rasulullah shallallahu alaihi wasallam cumbu salah istri beliau haidl istri beliau pakai kain sarung paha lutut halang
167,cerita cerita rasulullah shallallahualaihiwasallam suruh salah orang istri istri beliau haidl pakai kain sarung tidur kali aswad redaksi gaul
168,cerita cerita sungguh salah cerita salah haidl suami milik kecuali tidur aisyah kabar laku rasulullah shallallahu alaihi wasallam beliau masuk rumah tuju masjid sujud abu dawud masjid sujud rumah beliau tinggal masjid tidur hawa dingin sakit beliau sabda sungguh haidl beliau sabda singkap paha singkap paha beliau letak pipi dada paha bungkuk punggung beliau hangat tidur
169,cerita cerita haidl turun kasur tidur tikar rasulullah shallallahu alaihi wasallam suci
170,cerita cerita nabi shallallahu alaihi wasallam istri haidl beliau tutup malu istri kain
171,cerita orang wanita rasulullah shallallahu alaihi wasallam darah sakit ummu salamah fatwa rasulullah shallallahu alaihi wasallam beliau sabda tunggu malam haidl kena darah sakit tinggal shalat bilang haidlnya mandi pakai pakai kerja shalat pakai cerita cerita abar orang wanita darah sakit hadits makna beliau sabda shalat mandi lafazh makna cerita cerita orang wanita darah sakit makna hadits al laits beliau sabda shalat mandi hadits makna cerita cerita cerita isnad al laits makna beliau sabda tinggal shalat tinggal shalat mandi pakai pakai shalat cerita cerita cerita kisah beliau sabda tinggal shalat mandi haidl pakai pakai shalat abu dawud wanita mustahadldlah nama hadits fathimah binti abi hubaisy
172,cerita cerita sungguh ummu habibah nabi shallallahu alaihi wasallam darah aisyah lihat bak cuci milik penuh darah rasulullah shallallahu alaihi wasallam sabda diam tunggu suci tinggal shalat alami haidl mandi habis abu dawud riwayat qutaibah sekian hadits jafar bin rabiah riwayat
173,cerita cerita cerita suruh asma cerita suruh fatimah binti abu hubaisy rasulullah shallallahu alaihi wasallam beliau perintah tinggal shalat shalat haidl mandi abu dawud riwayat ummu hahibah binti jahsy derita darah sakit nabi shallallahu alaihi wasallam perintah meningggalkan shalat haidl mandi kerja shalat abu dawud qatadah dengar urwah hadits ummu habibah derita darah sakit nabi shallallahu alaihi wasallam beliau perintah tinggal shalat haidl abu dawud wahm ragu ibnu uyainah hadits riwayat hafizh az zuhri kecuali suhail bin abi shalih riwayat hadits kalimat arti tinggal shalat haidl qamir binti amru istri masruq riwayat aisyah al mustahadlah wanita derita darah sakit tinggal shalat haidl mandi sungguh nabi shallallahu alaihi wasallam perintah mustahadlah tinggal shalat haidl riwayat nabi shallallahu alaihi wasallam ummu habibah binti jahsy kena darah sakit hadits riwayat nabi shallallahu alaihi wasallam mustahadlah wanita kena darah sakit tinggal shalat haidl mandi laksana shalat riwayat saudah kena darah sakit beliau nabi shallallahu alaihi wasallam perintah mandi haidl shalat riwayat sad bin jubair ali ibnu abbas wanita derita darah sakit shalat haidl riwayat ammar mantan sahaya bani hasyim thalq bin habib ibnu abbas riwayat maqil al khatsami ali radliallahu anhu riwayat asy syabi qamir istri masruq aisyah radliallahu anha abu daud al hasan said bin al musayyib atha makhul ibrahim salim al qasim wanita kena darah sakit tinggal shalat haidl abu dawud qatadah dengar urwah
